Sentence #,Word,Tag
,nonemergency,O
,procedures,O
,such,O
,as,O
,Wall's,O
,that,O
,are,O
,scheduled,O
,in,O
,advance,O
,.,O
Sentence: 3989,Cosmetic,O
,surgery,O
,",",O
,hernia,O
,repair,O
,and,O
,cancer,O
,operations,O
,are,O
,among,O
,the,O
,wide,O
,range,O
,of,O
,elective,O
,surgeries,O
,that,O
,come,O
,with,O
,varying,O
,degrees,O
,of,O
,complexity,O
,and,O
,urgency,O
,.,O
Sentence: 3990,The,O
,American,O
,Hospital,O
,Association,O
,published,O
,a,O
,road,O
,map,O
,to,O
,resuming,O
,elective,O
,surgeries,O
,on,O
,April,B-tim
,17,I-tim
,",",O
,alongside,O
,the,O
,American,O
,College,O
,of,O
,Surgeons,O
,",",O
,American,O
,Society,O
,of,O
,Anesthesiologists,O
,and,O
,the,O
,Association,O
,of,O
,periOperative,O
,Registered,O
,Nurses,O
,.,O
Sentence: 3991,The,O
,road,O
,map,O
,details,O
,principles,O
,and,O
,considerations,O
,for,O
,health,O
,care,O
,professionals,O
,to,O
,take,O
,into,O
,account,O
,as,O
,they,O
,start,O
,integrating,O
,more,O
,elective,O
,procedures,O
,back,O
,into,O
,their,O
,schedules,O
,.,O
Sentence: 3992,Some,O
,of,O
,the,O
,principles,O
,include,O
,timing,O
,for,O
,reopening,O
,elective,O
,surgeries,O
,",",O
,COVID,O
,19,O
,testing,O
,within,O
,facilities,O
,",",O
,adequate,O
,Personal,O
,Protection,O
,Equipment,O
,PPE,O
,supplies,O
,",",O
,conservation,O
,policies,O
,for,O
,PPE,O
,and,O
,case,O
,prioritization,O
,and,O
,scheduling,O
,.,O
Sentence: 3993,Across,O
,the,O
,board,O
,",",O
,hospital,O
,revenues,O
,in,O
,March,B-tim
,were,O
,down,O
,13,O
,percent,O
,from,O
,the,O
,same,O
,month,O
,last,O
,year,O
,",",O
,according,O
,to,O
,an,O
,April,B-tim
,financial,O
,report,O
,by,O
,Kaufman,O
,Hall,O
,",",O
,a,O
,health,O
,care,O
,consulting,O
,firm,O
,.,O
Sentence: 3994,By,O
,late,O
,April,B-tim
,",",O
,more,O
,than,O
,30,O
,governors,O
,had,O
,issued,O
,executive,O
,orders,O
,banning,O
,or,O
,postponing,O
,elective,O
,surgeries,O
,",",O
,while,O
,others,O
,have,O
,left,O
,the,O
,decision,O
,up,O
,to,O
,the,O
,individual,O
,hospitals,O
,.,O
Sentence: 3995,Governors,O
,from,O
,more,O
,than,O
,a,O
,dozen,O
,states,O
,have,O
,loosened,O
,restraints,O
,to,O
,allow,O
,some,O
,degree,O
,of,O
,elective,O
,treatments,O
,to,O
,start,O
,again,O
,in,O
,the,O
,coming,O
,weeks,O
,.,O
Sentence: 3996,Resumption,O
,of,O
,elective,O
,surgeries,O
,is,O
,a,O
,part,O
,of,O
,President,O
,Donald,O
,Trump's,O
,"""",O
,Reopening,O
,America,O
,"""",O
,plan,O
,.,O
Sentence: 3997,"""",O
,We're,O
,encouraging,O
,states,O
,around,O
,the,O
,country,O
,to,O
,restart,O
,elective,O
,surgery,O
,wherever,O
,possible,O
,even,O
,on,O
,a,O
,county,O
,by,O
,county,O
,basis,O
,",",O
,"""",O
,Vice,O
,President,O
,Mike,O
,Pence,O
,said,O
,Friday,B-tim
,",",O
,speaking,O
,at,O
,Trump's,O
,signing,O
,of,O
,a,O
,$,O
,484,O
,billion,O
,coronavirus,O
,relief,O
,package,O
,.,O
Sentence: 3998,Download,O
,the,O
,NBC,O
,News,O
,app,O
,for,O
,full,O
,coverage,O
,of,O
,the,O
,coronavirus,O
,outbreak,O
,As,O
,states,O
,gauge,O
,whether,O
,to,O
,allow,O
,elective,O
,surgeries,O
,",",O
,surgeons,O
,and,O
,hospitals,O
,face,O
,the,O
,difficult,O
,task,O
,of,O
,balancing,O
,patients',O
,needs,O
,with,O
,safety,O
,and,O
,equipment,O
,requirements,O
,.,O
Sentence: 3999,Postponing,O
,elective,O
,surgeries,O
,has,O
,also,O
,allowed,O
,hospitals,O
,to,O
,conserve,O
,personal,O
,protective,O
,equipment,O
,PPE,O
,and,O
,hospital,O
,beds,O
,for,O
,care,O
,involving,O
,COVID,O
,19,O
,patients,O
,.,O
Sentence: 4000,"""",O
,Coronavirus,O
,is,O
,highly,O
,infectious,O
,",",O
,and,O
,if,O
,there's,O
,a,O
,procedure,O
,that,O
,would,O
,bring,O
,people,O
,together,O
,",",O
,just,O
,like,O
,in,O
,a,O
,restaurant,O
,or,O
,an,O
,airplane,O
,",",O
,then,O
,avoiding,O
,it,O
,if,O
,it,O
,can,O
,be,O
,avoided,O
,is,O
,the,O
,best,O
,practice,O
,",",O
,"""",O
,Dr,O
,.,O
Sentence: 4001,David,O
,Hoyt,O
,",",O
,executive,O
,director,O
,of,O
,the,O
,American,O
,College,O
,of,O
,Surgeons,O
,",",O
,told,O
,NBC,O
,News,O
,.,O
Sentence: 4002,"""",O
,You,O
,have,O
,to,O
,balance,O
,that,O
,with,O
,patients,O
,that,O
,need,O
,surgery,O
,",",O
,but,O
,the,O
,urgency,O
,of,O
,it,O
,can,O
,be,O
,triaged,O
,",",O
,and,O
,that's,O
,what,O
,was,O
,done,O
,.,O
Sentence: 4003,"""",O
,Some,O
,surgeons,O
,have,O
,also,O
,shared,O
,concerns,O
,about,O
,performing,O
,elective,O
,surgeries,O
,on,O
,asymptomatic,O
,COVID,O
,19,O
,patients,O
,",",O
,fearful,O
,that,O
,patient,O
,mortality,O
,and,O
,ICU,O
,rates,O
,can,O
,increase,O
,significantly,O
,for,O
,those,O
,with,O
,unknown,O
,infection,O
,at,O
,the,O
,time,O
,of,O
,surgery,O
,.,O
Sentence: 4004,Hospitals,O
,that,O
,resume,O
,elective,O
,surgeries,O
,need,O
,to,O
,be,O
,mindful,O
,of,O
,maintaining,O
,beds,O
,and,O
,equipment,O
,in,O
,case,O
,there,O
,are,O
,an,O
,uptick,O
,of,O
,sick,O
,patients,O
,",",O
,Hoyt,O
,said,O
,.,O
Sentence: 4005,"""",O
,I,O
,think,O
,people,O
,need,O
,to,O
,ramp,O
,up,O
,at,O
,some,O
,rates,O
,",",O
,not,O
,just,O
,do,O
,it,O
,all,O
,overnight,O
,.,O
Sentence: 4006,"""",O
,Most,O
,hospitals,O
,have,O
,come,O
,up,O
,with,O
,systems,O
,to,O
,assess,O
,the,O
,urgency,O
,of,O
,elective,O
,surgeries,O
,for,O
,their,O
,patients,O
,.,O
Sentence: 4007,"""",O
,We've,O
,continued,O
,to,O
,do,O
,urgent,O
,cases,O
,",",O
,"""",O
,Dr,O
,.,O
Sentence: 4008,Elizabeth,O
,Wick,O
,",",O
,a,O
,professor,O
,of,O
,surgery,O
,at,O
,University,O
,of,O
,California,O
,San,O
,Francisco,O
,",",O
,said,O
,.,O
Sentence: 4009,"""",O
,If,O
,they,O
,start,O
,to,O
,have,O
,symptoms,O
,",",O
,we've,O
,tried,O
,to,O
,keep,O
,a,O
,close,O
,eye,O
,on,O
,our,O
,backlog,O
,.,O
Sentence: 4010,All,O
,the,O
,cancer,O
,patients,O
,that,O
,we've,O
,postponed,O
,have,O
,been,O
,discussed,O
,in,O
,the,O
,tumor,O
,board,O
,with,O
,a,O
,multidisciplinary,O
,group,O
,.,O
Sentence: 4011,"""",O
,Surgeons,O
,at,O
,the,O
,University,O
,of,O
,California,B-geo
,San,I-geo
,Francisco,I-geo
,hospital,O
,in,O
,the,O
,same,O
,region,O
,as,O
,the,O
,country's,O
,first,O
,known,O
,COVID,O
,19,O
,related,O
,death,O
,",",O
,on,O
,Feb,B-tim
,.,I-tim
,6,I-tim
,devised,O
,a,O
,triage,O
,plan,O
,in,O
,early,O
,March,B-tim
,to,O
,determine,O
,the,O
,urgency,O
,of,O
,elective,O
,surgeries,O
,.,O
Sentence: 4013,Their,O
,plan,O
,includes,O
,establishing,O
,strong,O
,leadership,O
,and,O
,communication,O
,across,O
,departments,O
,",",O
,details,O
,on,O
,ensuring,O
,hospital,O
,capacity,O
,and,O
,the,O
,equipment,O
,needed,O
,as,O
,well,O
,as,O
,preparations,O
,for,O
,an,O
,unstable,O
,workforce,O
,environment,O
,.,O
Sentence: 4014,According,O
,to,O
,the,O
,study,O
,",",O
,the,O
,staff,O
,was,O
,able,O
,to,O
,reduce,O
,their,O
,operating,O
,room,O
,volume,O
,by,O
,80,O
,percent,O
,under,O
,this,O
,system,O
,.,O
Sentence: 4015,The,O
,hospital,O
,in,O
,April,B-tim
,also,O
,began,O
,implementing,O
,preoperative,O
,testing,O
,and,O
,screening,O
,for,O
,patients,O
,undergoing,O
,surgery,O
,.,O
Sentence: 4016,"""",O
,We,O
,expect,O
,that,O
,the,O
,vast,O
,",",O
,vast,O
,",",O
,vast,O
,majority,O
,of,O
,our,O
,patients,O
,will,O
,continue,O
,to,O
,be,O
,asymptomatic,O
,",",O
,COVID,O
,negative,O
,",",O
,even,O
,after,O
,we,O
,implement,O
,this,O
,",",O
,"""",O
,Wick,O
,said,O
,.,O
Sentence: 4017,"""",O
,So,O
,",",O
,it's,O
,just,O
,an,O
,extra,O
,reassurance,O
,that,O
,you,O
,know,O
,it's,O
,safe,O
,to,O
,proceed,O
,with,O
,surgery,O
,.,O
Sentence: 4018,"""",O
,Wick,O
,also,O
,said,O
,that,O
,there,O
,is,O
,a,O
,large,O
,backlog,O
,of,O
,patients,O
,in,O
,the,O
,hospital,O
,and,O
,that,O
,it,O
,was,O
,unclear,O
,when,O
,exactly,O
,patients,O
,with,O
,lower,O
,risk,O
,procedures,O
,will,O
,have,O
,them,O
,.,O
Sentence: 4019,She,O
,said,O
,that,O
,process,O
,will,O
,involve,O
,lots,O
,of,O
,reassurance,O
,and,O
,explanation,O
,to,O
,patients,O
,in,O
,the,O
,coming,O
,months,O
,.,O
Sentence: 4020,"""",O
,Some,O
,of,O
,those,O
,lower,O
,priority,O
,cases,O
,",",O
,patients,O
,with,O
,lower,O
,priority,O
,conditions,O
,",",O
,aren't,O
,wanting,O
,to,O
,come,O
,to,O
,the,O
,hospital,O
,",",O
,particularly,O
,with,O
,the,O
,visitor,O
,restrictions,O
,and,O
,other,O
,things,O
,in,O
,place,O
,",",O
,"""",O
,Wick,O
,said,O
,.,O
Sentence: 4021,"""",O
,I,O
,think,O
,it's,O
,going,O
,to,O
,take,O
,a,O
,lot,O
,of,O
,thought,O
,and,O
,working,O
,with,O
,the,O
,patients,O
,to,O
,sort,O
,of,O
,work,O
,through,O
,that,O
,backlog,O
,.,O
Sentence: 4022,"""",O
,The,O
,University,O
,of,O
,Chicago,O
,hospital,O
,published,O
,a,O
,scoring,O
,system,O
,this,O
,month,O
,to,O
,aid,O
,surgeons,O
,in,O
,making,O
,decisions,O
,about,O
,elective,O
,surgeries,O
,.,O
Sentence: 4023,The,O
,"""",O
,Medically,O
,Necessary,O
,Time,O
,Sensitive,O
,MeNTS,O
,Prioritization,O
,"""",O
,system,O
,allows,O
,surgeons,O
,to,O
,assess,O
,elective,O
,surgeries,O
,systematically,O
,evaluating,O
,risks,O
,for,O
,both,O
,patients,O
,and,O
,personnel,O
,.,O
Sentence: 4024,"""",O
,While,O
,these,O
,numbers,O
,are,O
,not,O
,meant,O
,to,O
,be,O
,strict,O
,cutoffs,O
,",",O
,as,O
,far,O
,as,O
,if,O
,it's,O
,above,O
,some,O
,number,O
,",",O
,then,O
,you,O
,can't,O
,do,O
,it,O
,and,O
,below,O
,it,O
,",",O
,you,O
,can,O
,",",O
,that,O
,sort,O
,of,O
,thing,O
,",",O
,it,O
,at,O
,least,O
,provides,O
,guidance,O
,",",O
,"""",O
,Dr,O
,.,O
Sentence: 4025,Vivek,O
,N,O
,.,O
Sentence: 4026,Prachand,O
,",",O
,professor,O
,of,O
,surgery,O
,and,O
,chief,O
,quality,O
,officer,O
,for,O
,surgery,O
,at,O
,University,O
,of,O
,Chicago,O
,",",O
,said,O
,.,O
Sentence: 4027,Prachand,O
,said,O
,that,O
,this,O
,will,O
,provide,O
,some,O
,guidance,O
,and,O
,then,O
,the,O
,threshold,O
,of,O
,whether,O
,to,O
,do,O
,the,O
,surgery,O
,can,O
,be,O
,decided,O
,",",O
,"""",O
,not,O
,only,O
,the,O
,score,O
,",",O
,but,O
,the,O
,availability,O
,of,O
,the,O
,resources,O
,and,O
,personnel,O
,in,O
,the,O
,hospital,O
,itself,O
,",",O
,depending,O
,on,O
,where,O
,it's,O
,located,O
,",",O
,not,O
,only,O
,geographically,O
,but,O
,where,O
,it's,O
,located,O
,along,O
,the,O
,COVID,O
,curve,O
,.,O
Sentence: 4028,"""",O
,Elective,O
,surgeries,O
,bring,O
,in,O
,a,O
,great,O
,deal,O
,of,O
,revenue,O
,for,O
,hospitals,O
,",",O
,and,O
,as,O
,the,O
,pandemic,O
,persists,O
,",",O
,hospitals,O
,have,O
,begun,O
,to,O
,see,O
,the,O
,financial,O
,impact,O
,of,O
,postponing,O
,them,O
,.,O
Sentence: 4029,A,O
,number,O
,of,O
,hospitals,O
,have,O
,laid,O
,off,O
,or,O
,furloughed,O
,staff,O
,",",O
,or,O
,cut,O
,pay,O
,to,O
,make,O
,up,O
,for,O
,the,O
,losses,O
,.,O
Sentence: 4030,The,O
,Henry,O
,Ford,O
,Health,O
,System,O
,in,O
,Detroit,O
,announced,O
,Wednesday,B-tim
,it,O
,was,O
,furloughing,O
,approximately,O
,2,O
,",",O
,800,O
,employees,O
,.,O
Sentence: 4031,University,O
,Hospitals,O
,in,O
,Cleveland,B-geo
,reduced,O
,hours,O
,and,O
,pay,O
,by,O
,20,O
,percent,O
,for,O
,approximately,O
,4,O
,",",O
,100,O
,staff,O
,members,O
,.,O
Sentence: 4032,The,O
,Bureau,O
,of,O
,Labor,O
,and,O
,Statistics,O
,reported,O
,a,O
,3,O
,.,O
Sentence: 4033,2,O
,percent,O
,unemployment,O
,rate,O
,for,O
,education,O
,and,O
,health,O
,care,O
,professionals,O
,in,O
,March,B-geo
,",",O
,up,O
,from,O
,2,O
,.,O
Sentence: 4034,3,O
,percent,O
,last,O
,year,O
,",",O
,a,O
,difference,O
,of,O
,195,O
,",",O
,000,O
,people,O
,.,O
Sentence: 4035,Hospitals,O
,were,O
,recently,O
,allocated,O
,$,O
,100,O
,billion,O
,in,O
,federal,O
,stimulus,O
,funds,O
,.,O
Sentence: 4036,A,O
,JP,O
,Morgan,O
,Analysis,O
,found,O
,that,O
,this,O
,amount,O
,would,O
,keep,O
,hospitals,O
,afloat,O
,for,O
,two,O
,months,O
,if,O
,hospital,O
,revenues,O
,were,O
,to,O
,drop,O
,by,O
,50,O
,percent,O
,.,O
Sentence: 4037,Hospitals,O
,received,O
,$,O
,30,O
,billion,O
,shortly,O
,after,O
,the,O
,announcement,O
,and,O
,were,O
,supposed,O
,to,O
,start,O
,receiving,O
,payments,O
,on,O
,a,O
,weekly,O
,rolling,O
,basis,O
,starting,O
,on,O
,Friday,B-tim
,",",O
,April,O
,24,O
,.,O
Sentence: 4038,Location,O
,is,O
,also,O
,a,O
,factor,O
,for,O
,reintroducing,O
,elective,O
,surgeries,O
,.,O
Sentence: 4039,This,O
,process,O
,will,O
,look,O
,different,O
,for,O
,hospitals,O
,around,O
,the,O
,country,O
,",",O
,based,O
,on,O
,a,O
,number,O
,of,O
,factors,O
,",",O
,including,O
,population,O
,size,O
,and,O
,the,O
,presence,O
,of,O
,Covid,O
,19,O
,cases,O
,in,O
,the,O
,community,O
,.,O
Sentence: 4040,"""",O
,I,O
,think,O
,in,O
,a,O
,hospital,O
,that,O
,has,O
,slowed,O
,down,O
,elective,O
,surgery,O
,that,O
,does,O
,not,O
,have,O
,a,O
,lot,O
,of,O
,COVID,O
,patients,O
,",",O
,they're,O
,going,O
,to,O
,be,O
,able,O
,to,O
,ramp,O
,up,O
,more,O
,quickly,O
,",",O
,and,O
,they'll,O
,feel,O
,a,O
,little,O
,safer,O
,doing,O
,so,O
,on,O
,the,O
,short,O
,term,O
,",",O
,"""",O
,Hoyt,O
,said,O
,.,O
Sentence: 4041,"""",O
,But,O
,you,O
,know,O
,",",O
,some,O
,of,O
,them,O
,",",O
,depending,O
,on,O
,the,O
,locale,O
,",",O
,may,O
,have,O
,sent,O
,physicians,O
,off,O
,to,O
,help,O
,somewhere,O
,else,O
,.,O
Sentence: 4042,They're,O
,just,O
,going,O
,to,O
,have,O
,to,O
,look,O
,at,O
,what,O
,they,O
,have,O
,",",O
,what,O
,the,O
,capacity,O
,they,O
,can,O
,create,O
,based,O
,on,O
,what,O
,they,O
,have,O
,and,O
,then,O
,come,O
,up,O
,as,O
,quickly,O
,as,O
,possible,O
,.,O
Sentence: 4043,"""",O
,Along,O
,with,O
,the,O
,road,O
,map,O
,back,O
,to,O
,elective,O
,surgeries,O
,",",O
,the,O
,American,O
,College,O
,of,O
,Surgeons,O
,released,O
,recommendations,O
,for,O
,local,O
,resumption,O
,of,O
,elective,O
,surgeries,O
,.,O
Sentence: 4044,There,O
,is,O
,also,O
,a,O
,gray,O
,area,O
,around,O
,the,O
,long,O
,term,O
,outcomes,O
,that,O
,patients,O
,will,O
,experience,O
,if,O
,they,O
,do,O
,not,O
,receive,O
,the,O
,elective,O
,surgeries,O
,.,O
Sentence: 4045,The,O
,majority,O
,of,O
,Prachand's,O
,operations,O
,are,O
,for,O
,weight,O
,management,O
,",",O
,and,O
,he,O
,said,O
,that,O
,while,O
,they,O
,all,O
,seem,O
,to,O
,be,O
,elective,O
,on,O
,the,O
,surface,O
,",",O
,there,O
,is,O
,data,O
,that,O
,shows,O
,some,O
,health,O
,problems,O
,could,O
,be,O
,avoided,O
,if,O
,the,O
,surgery,O
,is,O
,completed,O
,.,O
Sentence: 4046,"""",O
,In,O
,the,O
,longer,O
,term,O
,two,O
,years,O
,",",O
,two,O
,and,O
,a,O
,half,O
,years,O
,after,O
,surgery,O
,it,O
,does,O
,appear,O
,that,O
,the,O
,benefits,O
,of,O
,the,O
,surgery,O
,helps,O
,reduce,O
,the,O
,risk,O
,of,O
,dying,O
,prematurely,O
,",",O
,"""",O
,Prachand,O
,said,O
,.,O
Sentence: 4047,"""",O
,It,O
,certainly,O
,reduces,O
,the,O
,presence,O
,of,O
,diabetes,O
,and,O
,high,O
,blood,O
,pressure,O
,and,O
,these,O
,sorts,O
,of,O
,things,O
,.,O
Sentence: 4048,"""",O
,The,O
,way,O
,that,O
,this,O
,will,O
,affect,O
,hospitals,O
,in,O
,the,O
,long,O
,term,O
,is,O
,unclear,O
,",",O
,but,O
,there,O
,are,O
,several,O
,changes,O
,to,O
,note,O
,",",O
,including,O
,the,O
,use,O
,of,O
,telehealth,O
,",",O
,a,O
,digital,O
,resource,O
,that,O
,allows,O
,patients,O
,to,O
,connect,O
,with,O
,physicians,O
,for,O
,information,O
,and,O
,video,O
,chats,O
,.,O
Sentence: 4049,Dr,O
,.,O
Sentence: 4050,Carolyn,O
,Hettrich,O
,",",O
,Chief,O
,of,O
,Shoulder,O
,Service,O
,at,O
,Brigham,O
,and,O
,Women's,O
,Hospital,O
,in,O
,Boston,B-geo
,",",O
,said,O
,that,O
,98,O
,percent,O
,of,O
,her,O
,surgeries,O
,are,O
,elective,O
,",",O
,so,O
,most,O
,of,O
,her,O
,days,O
,are,O
,now,O
,spent,O
,having,O
,virtual,O
,appointments,O
,with,O
,her,O
,patients,O
,.,O
Sentence: 4051,"""",O
,It's,O
,been,O
,dramatic,O
,across,O
,our,O
,department,O
,that,O
,most,O
,of,O
,our,O
,surgeons,O
,have,O
,seen,O
,dramatic,O
,reductions,O
,in,O
,the,O
,number,O
,of,O
,surgeries,O
,performed,O
,",",O
,"""",O
,Hettrich,O
,said,O
,.,O
Sentence: 4052,Hettrich,O
,said,O
,that,O
,while,O
,there,O
,are,O
,positives,O
,and,O
,negatives,O
,about,O
,virtual,O
,appointments,O
,",",O
,she,O
,is,O
,able,O
,to,O
,still,O
,connect,O
,with,O
,her,O
,patients,O
,and,O
,provide,O
,them,O
,with,O
,knowledge,O
,and,O
,advice,O
,about,O
,their,O
,pain,O
,.,O
Sentence: 4053,The,O
,video,O
,aspect,O
,allows,O
,her,O
,to,O
,see,O
,her,O
,patients,O
,and,O
,do,O
,limited,O
,physical,O
,exams,O
,sometimes,O
,asking,O
,them,O
,to,O
,pick,O
,up,O
,household,O
,items,O
,",",O
,like,O
,a,O
,gallon,O
,of,O
,milk,O
,",",O
,to,O
,determine,O
,results,O
,for,O
,strength,O
,exams,O
,.,O
Sentence: 4054,"""",O
,Patients,O
,seem,O
,to,O
,like,O
,it,O
,",",O
,"""",O
,Dr,O
,.,O
Sentence: 4055,Hettrich,O
,said,O
,.,O
Sentence: 4056,"""",O
,It,O
,allows,O
,people,O
,to,O
,stay,O
,in,O
,their,O
,homes,O
,",",O
,they,O
,stay,O
,safe,O
,and,O
,it's,O
,still,O
,a,O
,way,O
,to,O
,kind,O
,of,O
,interact,O
,with,O
,your,O
,patients,O
,.,O
Sentence: 4057,"""",O
,Hoyt,O
,also,O
,said,O
,that,O
,he,O
,thinks,O
,telecommunication,O
,will,O
,be,O
,enhanced,O
,and,O
,used,O
,more,O
,after,O
,the,O
,pandemic,O
,.,O
Sentence: 4058,He,O
,also,O
,thinks,O
,that,O
,there,O
,will,O
,be,O
,heightened,O
,sensitivity,O
,to,O
,the,O
,potential,O
,for,O
,future,O
,outbreaks,O
,as,O
,well,O
,as,O
,"""",O
,better,O
,stockpiles,O
,of,O
,equipment,O
,",",O
,more,O
,contingency,O
,plans,O
,for,O
,bed,O
,availability,O
,and,O
,more,O
,regional,O
,sharing,O
,of,O
,resources,O
,.,O
Sentence: 4059,"""",O
,"""",O
,I,O
,think,O
,there,O
,will,O
,be,O
,a,O
,lot,O
,of,O
,policies,O
,that,O
,will,O
,affect,O
,the,O
,health,O
,care,O
,system,O
,that,O
,will,O
,be,O
,governed,O
,by,O
,certainly,O
,the,O
,government,O
,",",O
,but,O
,also,O
,insurers,O
,and,O
,physicians,O
,",",O
,"""",O
,Hoyt,O
,said,O
,.,O
Sentence: 4060,"""",O
,So,O
,",",O
,I,O
,think,O
,a,O
,number,O
,of,O
,things,O
,",",O
,mostly,O
,good,O
,",",O
,will,O
,come,O
,out,O
,of,O
,this,O
,",",O
,but,O
,right,O
,now,O
,",",O
,we're,O
,still,O
,doing,O
,a,O
,lot,O
,of,O
,learning,O
,.,O
Sentence: 4061,"""",O
,For,O
,Austin,O
,Wall,O
,",",O
,his,O
,faith,O
,in,O
,the,O
,Lord,O
,is,O
,helping,O
,him,O
,stay,O
,positive,O
,as,O
,he,O
,waits,O
,for,O
,his,O
,operation,O
,.,O
Sentence: 4062,He,O
,expects,O
,to,O
,continue,O
,waiting,O
,for,O
,his,O
,surgery,O
,even,O
,after,O
,restrictions,O
,in,O
,Texas,O
,are,O
,lifted,O
,.,O
Sentence: 4063,He,O
,and,O
,his,O
,wife,O
,pass,O
,the,O
,time,O
,by,O
,sitting,O
,in,O
,their,O
,front,O
,yard,O
,watching,O
,"""",O
,nonexistent,O
,"""",O
,cars,O
,pass,O
,by,O
,and,O
,catching,O
,some,O
,Vitamin,O
,D,O
,.,O
Sentence: 4064,"""",O
,We,O
,can,O
,either,O
,keep,O
,life,O
,shut,O
,down,O
,and,O
,just,O
,worry,O
,and,O
,have,O
,fear,O
,and,O
,anxiety,O
,",",O
,or,O
,we,O
,can,O
,choose,O
,to,O
,trust,O
,that,O
,when,O
,things,O
,do,O
,open,O
,back,O
,up,O
,",",O
,that,O
,my,O
,husband,O
,will,O
,be,O
,taken,O
,care,O
,of,O
,",",O
,"""",O
,Jessica,O
,Wall,O
,said,O
,.,O
Sentence: 4065,Kevin,O
,Harrington,O
,",",O
,who,O
,was,O
,recently,O
,released,O
,after,O
,serving,O
,nearly,O
,18,O
,years,O
,for,O
,a,O
,murder,O
,he,O
,didn't,O
,commit,O
,",",O
,is,O
,now,O
,in,O
,a,O
,14,O
,day,O
,quarantine,O
,at,O
,a,O
,hotel,O
,in,O
,Michigan,B-geo
,.,O
Sentence: 4066,Ali,O
,Lapetina,O
,for,O
,NBC,O
,News,O
,Dressed,O
,in,O
,a,O
,white,O
,T,O
,shirt,O
,and,O
,maroon,O
,shorts,O
,",",O
,Kevin,O
,Harrington,O
,beamed,O
,as,O
,he,O
,walked,O
,out,O
,of,O
,the,O
,Macomb,O
,Correctional,O
,Facility,O
,in,O
,southern,O
,Michigan,B-geo
,.,O
Sentence: 4067,After,O
,a,O
,few,O
,steps,O
,in,O
,the,O
,fresh,O
,air,O
,",",O
,he,O
,let,O
,go,O
,of,O
,the,O
,dolly,O
,holding,O
,his,O
,belongings,O
,and,O
,raised,O
,his,O
,hands,O
,to,O
,the,O
,sky,O
,.,O
Sentence: 4068,Harrington,O
,had,O
,spent,O
,17,O
,years,O
,behind,O
,bars,O
,for,O
,a,O
,murder,O
,he,O
,had,O
,always,O
,insisted,O
,he,O
,didn't,O
,commit,O
,.,O
Sentence: 4069,On,O
,Tuesday,B-geo
,",",O
,a,O
,judge,O
,tossed,O
,his,O
,conviction,O
,and,O
,threw,O
,out,O
,his,O
,life,O
,sentence,O
,after,O
,prosecutors,O
,determined,O
,the,O
,lead,O
,detective,O
,coerced,O
,a,O
,key,O
,witness,O
,into,O
,implicating,O
,Harrington,O
,and,O
,a,O
,second,O
,man,O
,.,O
Sentence: 4070,A,O
,group,O
,of,O
,friends,O
,and,O
,relatives,O
,was,O
,outside,O
,the,O
,prison,O
,waiting,O
,for,O
,him,O
,several,O
,of,O
,them,O
,cheering,O
,his,O
,name,O
,",",O
,his,O
,mother,O
,shaking,O
,a,O
,tambourine,O
,.,O
Sentence: 4071,But,O
,Harrington,O
,couldn't,O
,hug,O
,them,O
,.,O
Sentence: 4072,And,O
,he,O
,still,O
,can't,O
,go,O
,home,O
,.,O
Sentence: 4073,Because,O
,of,O
,a,O
,COVID,O
,19,O
,outbreak,O
,at,O
,the,O
,prison,O
,",",O
,the,O
,37,O
,year,O
,old,O
,former,O
,inmate,O
,is,O
,now,O
,holed,O
,up,O
,at,O
,a,O
,hotel,O
,for,O
,a,O
,voluntary,O
,14,O
,day,O
,quarantine,O
,a,O
,confinement,O
,of,O
,sorts,O
,but,O
,one,O
,far,O
,more,O
,pleasant,O
,than,O
,what,O
,he,O
,was,O
,used,O
,to,O
,.,O
Sentence: 4074,"""",O
,I,O
,could,O
,eat,O
,Grubhub,O
,.,O
Sentence: 4075,I,O
,could,O
,watch,O
,Netflix,O
,.,O
Sentence: 4076,I,O
,get,O
,to,O
,sleep,O
,on,O
,a,O
,nice,O
,comfy,O
,bed,O
,",",O
,"""",O
,Harrington,O
,told,O
,NBC,O
,News,O
,by,O
,phone,O
,from,O
,his,O
,hotel,O
,room,O
,.,O
Sentence: 4077,"""",O
,It's,O
,been,O
,beautiful,O
,.,O
Sentence: 4078,"""",O
,Speaking,O
,two,O
,days,O
,after,O
,his,O
,release,O
,",",O
,Harrington,O
,said,O
,he,O
,still,O
,doesn't,O
,have,O
,much,O
,in,O
,his,O
,spacious,O
,hotel,O
,room,O
,.,O
Sentence: 4079,A,O
,few,O
,pairs,O
,of,O
,clothes,O
,.,O
Sentence: 4080,His,O
,Daily,O
,Bread,O
,devotional,O
,pamphlet,O
,.,O
Sentence: 4081,And,O
,the,O
,four,O
,bags,O
,of,O
,legal,O
,work,O
,and,O
,one,O
,bag,O
,of,O
,family,O
,photos,O
,he,O
,lugged,O
,out,O
,of,O
,prison,O
,.,O
Sentence: 4082,"""",O
,That's,O
,all,O
,I,O
,had,O
,in,O
,17,O
,years,O
,",",O
,six,O
,months,O
,",",O
,two,O
,days,O
,and,O
,35,O
,minutes,O
,of,O
,being,O
,wrongfully,O
,incarcerated,O
,",",O
,"""",O
,Harrington,O
,said,O
,.,O
Sentence: 4083,"""",O
,I,O
